Cross_ID	Entry	Awns	WDR	flowering	Powdery_mildew	SNB	Location	Height	days_to_head
UX1993	UX1993-72	+	1	5/1/2022	NA	4	Raleigh	95	177
UX1993	UX1993-88	+	4	4/12/2022	NA	5	Raleigh	95	158
UX1993	UX1993-114	+	4	4/13/2022	NA	6	Raleigh	90	159
UX1993	UX1993-92	+	2	4/27/2022	NA	2	Raleigh	105	173
UX1993	UX1993-103	+	3	4/17/2022	NA	5	Raleigh	95	163
UX1993	UX1993-155	+	1	4/20/2022	NA	3	Raleigh	95	166
UX1993	UX1993-65	+	3	4/13/2022	NA	4	Raleigh	95	159
UX1993	UX1993-94	+	3	4/14/2022	NA	4	Raleigh	95	160
Parent	Hilliard	+	2	4/14/2022	NA	5	Raleigh	75	160
UX1993	UX1993-82	+	3	4/12/2022	NA	6	Raleigh	95	158
Parent	ARGA051160-14LE31	-	2	4/11/2022	NA	7	Raleigh	95	157
UX1993	UX1993-133	+	1	4/21/2022	NA	4	Raleigh	100	167
UX1993	UX1993-135	+	3	4/13/2022	NA	6	Raleigh	80	159
UX1993	UX1993-85	+	2	4/29/2022	NA	2	Raleigh	100	175
UX1993	UX1993-87	+	3	4/10/2022	NA	6	Raleigh	80	156
UX1993	UX1993-66	+	3	4/10/2022	NA	6	Raleigh	90	156
UX1993	UX1993-104	+	2	4/28/2022	NA	3	Raleigh	105	174
Parent	GA06493-13LE6	+	2	4/16/2022	NA	3	Raleigh	85	162
UX1993	UX1993-67	+	1	4/16/2022	NA	5	Raleigh	90	162
UX1993	UX1993-137	+	2	4/21/2022	NA	4	Raleigh	85	167
UX1993	UX1993-140	+	3	4/14/2022	NA	5	Raleigh	85	160
UX1993	UX1993-62	+	2	4/15/2022	NA	4	Raleigh	95	161
UX1993	UX1993-131	+	3	4/14/2022	NA	5	Raleigh	70	160
UX1993	UX1993-102	+	3	4/10/2022	NA	5	Raleigh	95	156
UX1993	UX1993-78	+	4	4/16/2022	NA	5	Raleigh	85	162
UX1993	UX1993-80	+	2	4/13/2022	NA	5	Raleigh	85	159
Parent	GA001138-8E36	+	3	4/15/2022	NA	3	Raleigh	85	161
UX1993	UX1993-127	+	1	4/30/2022	NA	2	Raleigh	85	176
UX1993	UX1993-142	+	3	4/11/2022	NA	6	Raleigh	85	157
UX1993	UX1993-71	+	2	4/14/2022	NA	5	Raleigh	95	160
Parent	NC08-23383	-	2	4/14/2022	NA	5	Raleigh	85	160
UX1993	UX1993-115	+	4	4/15/2022	NA	5	Raleigh	80	161
Parent	NC8248-1	+	3	4/10/2022	NA	5	Raleigh	80	156
UX1993	UX1993-112	+	3	4/15/2022	NA	NA	Raleigh	70	161
UX1993	UX1993-98	+	2	4/28/2022	NA	2	Raleigh	100	174
UX1993	UX1993-70	+	3	4/11/2022	NA	5	Raleigh	90	157
UX1993	UX1993-86	+	3	4/14/2022	NA	4	Raleigh	95	160
UX1993	UX1993-75	+	3	4/21/2022	NA	4	Raleigh	85	167
UX1993	UX1993-79	+	3	4/15/2022	NA	4	Raleigh	85	161
UX1993	UX1993-154	+	1	4/21/2022	NA	4	Raleigh	85	167
UX1993	UX1993-150	+	2	4/22/2022	NA	3	Raleigh	90	168
UX1993	UX1993-76	+	3	4/11/2022	NA	4	Raleigh	80	157
UX1993	UX1993-113	+	3	4/13/2022	NA	4	Raleigh	85	159
Parent	LA09264C-P2	+	4	4/12/2022	NA	6	Raleigh	75	158
UX2013	UX2013-214	+	1	4/13/2022	0	NA	Raleigh	90	159
UX2013	UX2013-238	+	2	4/13/2022	0	NA	Raleigh	80	159
UX2013	UX2013-79	+	2	4/12/2022	1	NA	Raleigh	90	158
UX2013	UX2013-232	+	2	4/14/2022	1	NA	Raleigh	85	160
UX2013	UX2013-156	+	2	4/12/2022	1	NA	Raleigh	75	158
Parent	GA00190-7A14	+	3	4/14/2022	1	NA	Raleigh	85	160
UX2013	UX2013-212	+	1	4/14/2022	3	NA	Raleigh	95	160
Parent	AGS2000	+	2	4/11/2022	3	NA	Raleigh	85	157
UX2013	UX2013-169	+	1	4/15/2022	0	NA	Raleigh	95	161
UX2013	UX2013-193	+	1	4/16/2022	0	NA	Raleigh	90	162
UX2013	UX2013-175	+	3	4/12/2022	2	NA	Raleigh	85	158
UX2013	UX2013-206	+	1	4/13/2022	0	NA	Raleigh	75	159
UX2013	UX2013-160	+	2	4/14/2022	0	NA	Raleigh	95	160
UX2013	UX2013-154	+	2	4/12/2022	2	NA	Raleigh	85	158
UX2013	UX2013-202	+	3	4/13/2022	0	NA	Raleigh	90	159
UX2013	UX2013-190	+	2	4/13/2022	1	NA	Raleigh	75	159
UX2013	UX2013-266	+	1	4/14/2022	0	NA	Raleigh	85	160
UX2013	UX2013-225	+	2	4/15/2022	0	NA	Raleigh	85	161
Parent	NC08-23383	-	3	4/14/2022	0	NA	Raleigh	85	160
UX2013	UX2013-222	+	1	4/12/2022	1	NA	Raleigh	85	158
UX2013	UX2013-145	+	2	4/14/2022	2	NA	Raleigh	85	160
UX2013	UX2013-171	+	3	4/15/2022	1	NA	Raleigh	105	161
UX2013	UX2013-244	+	3	4/11/2022	1	NA	Raleigh	90	157
UX2013	UX2013-151	+	1	4/16/2022	0	NA	Raleigh	90	162
Parent	MPV57	-	1	4/14/2022	2	NA	Raleigh	95	160
UX2013	UX2013-180	+	1	4/16/2022	0	NA	Raleigh	100	162
UX2013	UX2013-155	+	2	4/15/2022	1	NA	Raleigh	85	161
UX2013	UX2013-148	+	3	4/12/2022	2	NA	Raleigh	90	158
UX2013	UX2013-236	+	2	4/13/2022	1	NA	Raleigh	75	159
Parent	TX12D4896	+	3	4/13/2022	3	NA	Raleigh	80	159
UX2013	UX2013-221	+	3	4/13/2022	2	NA	Raleigh	80	159
Parent	Hilliard	+	2	4/14/2022	0	NA	Raleigh	80	160
UX2013	UX2013-234	+	2	4/12/2022	1	NA	Raleigh	90	158
UX2013	UX2013-173	+	3	4/13/2022	0	NA	Raleigh	85	159
UX2013	UX2013-182	+	3	4/13/2022	1	NA	Raleigh	95	159
UX2013	UX2013-239	+	2	4/12/2022	0	NA	Raleigh	85	158
UX2013	UX2013-143	+	2	4/14/2022	0	NA	Raleigh	90	160
UX2013	UX2013-150	+	2	4/13/2022	0	NA	Raleigh	100	159
UX2013	UX2013-248	+	2	4/15/2022	2	NA	Raleigh	85	161
UX2013	UX2013-183	+	3	4/12/2022	0	NA	Raleigh	80	158
UX2013	UX2013-161	+	3	4/12/2022	1	NA	Raleigh	90	158
Parent	GA05450-EL52	+	3	4/9/2022	1	NA	Raleigh	75	155
UX2013	UX2013-240	+	3	4/12/2022	2	NA	Raleigh	85	158
Parent	GA06493-13LE6	+	2	4/14/2022	0	NA	Raleigh	80	160
UX2013	UX2013-174	+	2	4/14/2022	0	NA	Raleigh	85	160
UX2013	UX2013-218	+	1	4/12/2022	1	NA	Raleigh	85	158
UX2013	UX2013-144	+	3	4/10/2022	0	NA	Raleigh	80	156
UX2013	UX2013-185	+	3	4/12/2022	0	NA	Raleigh	85	158
UX2013	UX2013-195	+	2	4/12/2022	0	NA	Raleigh	85	158
UX2013	UX2013-199	+	3	4/12/2022	0	NA	Raleigh	80	158
Parent	NC8248-1	+	4	4/6/2022	1	NA	Raleigh	75	152
UX2013	UX2013-229	+	4	4/12/2022	0	NA	Raleigh	85	158
UX2013	UX2013-192	+	2	4/14/2022	0	NA	Raleigh	90	160
UX2013	UX2013-166	+	3	4/15/2022	1	NA	Raleigh	80	161
UX2013	UX2013-228	+	4	4/13/2022	2	NA	Raleigh	85	159
UX2013	UX2013-158	+	2	4/14/2022	0	NA	Raleigh	85	160
Parent	GA001138-8E36	+	1	4/17/2022	1	NA	Raleigh	95	163
UX2013	UX2013-215	+	2	4/15/2022	0	NA	Raleigh	85	161
UX2013	UX2013-146	+	3	4/15/2022	0	NA	Raleigh	95	161
UX2013	UX2013-243	+	2	4/14/2022	0	NA	Raleigh	80	160
UX2013	UX2013-181	+	3	4/12/2022	1	NA	Raleigh	85	158
UX2013	UX2013-219	+	2	4/15/2022	0	NA	Raleigh	75	161
UX2013	UX2013-260	+	2	4/17/2022	1	NA	Raleigh	75	163
UX2013	UX2013-187	+	2	4/14/2022	1	NA	Raleigh	90	160
UX2013	UX2013-157	+	2	4/14/2022	0	NA	Raleigh	90	160
Parent	ARGA051160-14LE31	-	1	4/13/2022	1	NA	Raleigh	90	159
UX2013	UX2013-233	+	2	4/14/2022	0	NA	Raleigh	90	160
UX2013	UX2013-153	+	3	4/13/2022	0	NA	Raleigh	80	159
UX2013	UX2013-254	+	1	4/18/2022	1	NA	Raleigh	85	164
UX2013	UX2013-264	+	2	4/19/2022	0	NA	Raleigh	90	165
UX2013	UX2013-177	+	3	4/14/2022	0	NA	Raleigh	95	160
UX2013	UX2013-204	+	3	4/15/2022	1	NA	Raleigh	95	161
Parent	LA09264C-P2	+	4	4/15/2022	1	NA	Raleigh	85	161
UX2013	UX2013-172	+	2	4/15/2022	0	NA	Raleigh	100	161
UX2013	UX2013-149	+	4	4/12/2022	1	NA	Raleigh	95	158
UX2013	UX2013-186	+	3	4/12/2022	1	NA	Raleigh	85	158
UX2013	UX2013-201	+	1	4/15/2022	0	NA	Raleigh	95	161
UX2013	UX2013-194	+	2	4/15/2022	1	NA	Raleigh	95	161
Parent	SS8641	-	4	4/12/2022	1	NA	Raleigh	90	158
UX1991	UX1991-99	+	2	4/17/2022	2	1	Raleigh	95	163
UX1991	UX1991-156	+	3	4/20/2022	1	2	Raleigh	105	166
UX1991	UX1991-111	+	4	4/13/2022	2	3	Raleigh	95	159
UX1991	UX1991-201	+	3	4/14/2022	1	5	Raleigh	80	160
UX1991	UX1991-175	+	2	4/22/2022	2	4	Raleigh	85	168
UX1991	UX1991-174	+	2	4/22/2022	1	3	Raleigh	100	168
UX1991	UX1991-151	+	4	4/12/2022	1	3	Raleigh	85	158
UX1991	UX1991-149	+	4	4/17/2022	3	4	Raleigh	90	163
UX1991	UX1991-110	+	2	4/23/2022	1	2	Raleigh	105	169
UX1991	UX1991-159	+	3	4/17/2022	1	2	Raleigh	95	163
UX1991	UX1991-124	+	4	4/16/2022	0	3.5	Raleigh	85	162
UX1991	UX1991-142	+	3	4/14/2022	NA	4	Raleigh	90	160
Parent	SS8641	-	2	4/13/2022	0	3	Raleigh	90	159
Parent	LA09264C-P2	+	4	4/16/2022	0	4	Raleigh	85	162
UX1991	UX1991-101	+	3	4/20/2022	0	3	Raleigh	90	166
UX1991	UX1991-204	+	3	4/17/2022	0	3	Raleigh	100	163
UX1991	UX1991-117	+	3	4/16/2022	2	3	Raleigh	85	162
UX1991	UX1991-158	+	4	4/17/2022	3	2.5	Raleigh	100	163
Parent	Hilliard	+	2	4/14/2022	1	3	Raleigh	100	160
Parent	GA05450-EL52	+	3	4/13/2022	1	3	Raleigh	75	159
UX1991	UX1991-103	+	3	5/1/2022	0	1	Raleigh	110	177
UX1991	UX1991-93	+	3	4/21/2022	0	3	Raleigh	100	167
UX1991	UX1991-86	+	4	4/15/2022	1	4	Raleigh	95	161
UX1991	UX1991-141	+	2	4/29/2022	1	3	Raleigh	110	175
Parent	NC8248-1	+	3	4/6/2022	1	5	Raleigh	90	152
UX1991	UX1991-89	+	4	4/15/2022	0	3	Raleigh	90	161
UX1991	UX1991-173	+	2	4/30/2022	1	1	Raleigh	95	176
UX1991	UX1991-152	+	3	4/15/2022	3	3	Raleigh	100	161
UX1991	UX1991-114	+	4	4/13/2022	0	4	Raleigh	90	159
UX1991	UX1991-113	+	4	4/13/2022	0	2.5	Raleigh	85	159
Parent	GA06493-13LE6	+	3	4/16/2022	1	2	Raleigh	90	162
UX1991	UX1991-169	+	2	4/30/2022	1	2	Raleigh	105	176
UX1991	UX1991-155	+	4	4/12/2022	0	NA	Raleigh	85	158
UX1991	UX1991-200	+	4	4/18/2022	0	5	Raleigh	85	164
UX1991	UX1991-171	+	4	4/15/2022	1	5	Raleigh	90	161
Parent	AGS2000	+	3	4/12/2022	2	4	Raleigh	95	158
UX1991	UX1991-137	+	3	4/16/2022	0	1	Raleigh	100	162
UX1991	UX1991-100	+	4	4/15/2022	0	2	Raleigh	100	161
Parent	MPV57	-	3	4/13/2022	2	3	Raleigh	90	159
UX1991	UX1991-165	+	3	4/27/2022	0	1	Raleigh	105	173
Parent	TX12D4896	+	3	4/12/2022	1	3	Raleigh	90	158
Parent	ARGA051160-14LE31	-	2	4/14/2022	0	3	Raleigh	90	160
UX1991	UX1991-132	+	4	4/15/2022	1	3	Raleigh	85	161
UX1991	UX1991-143	+	4	4/16/2022	2	3	Raleigh	100	162
UX1991	UX1991-85	+	3	4/10/2022	2	4	Raleigh	80	156
UX1991	UX1991-145	+	3	4/16/2022	1	3	Raleigh	95	162
UX1991	UX1991-153	+	4	4/14/2022	1	2	Raleigh	95	160
UX1991	UX1991-97	+	3	4/15/2022	0	2	Raleigh	95	161
Parent	GA00190-7A14	+	3	4/15/2022	1	4	Raleigh	90	161
UX1991	UX1991-146	+	3	4/12/2022	1	3	Raleigh	100	158
UX1991	UX1991-203	+	3	4/27/2022	2	3	Raleigh	100	173
UX1991	UX1991-87	+	3	4/14/2022	3	3	Raleigh	90	160
UX1991	UX1991-91	+	3	4/11/2022	1	3	Raleigh	90	157
UX1991	UX1991-109	+	2	4/12/2022	1	3	Raleigh	85	158
Parent	NC08-23383	-	4	4/14/2022	2	5	Raleigh	85	160
UX1991	UX1991-98	+	3	4/11/2022	1	5	Raleigh	85	157
UX1991	UX1991-125	+	3	4/11/2022	0	4	Raleigh	80	157
UX1991	UX1991-134	+	3	4/20/2022	1	3	Raleigh	95	166
UX1991	UX1991-84	+	4	4/11/2022	3	5	Raleigh	85	157
UX1991	UX1991-148	+	2	4/22/2022	2	1	Raleigh	95	168
Parent	GA001138-8E36	+	3	4/16/2022	3	4	Raleigh	95	162
UX1991	UX1991-178	+	3	4/26/2022	3	1	Raleigh	105	172
UX1991	UX1991-144	+	4	4/15/2022	0	2	Raleigh	100	161
UX1991	UX1991-114	+	2	4/17/2022	3	3	Raleigh	90	163
UX1991	UX1991-90	+	2	4/14/2022	2	3	Raleigh	85	160
UX1991	UX1991-95	+	3	4/13/2022	1	4	Raleigh	90	159
UX1991	UX1991-179	+	3	4/11/2022	1	5	Raleigh	90	157
UX1991	UX1991-180	+	2	4/16/2022	2	3	Raleigh	95	162
UX1991	UX1991-92	+	3	4/15/2022	3	4	Raleigh	90	161
UX1991	UX1991-122	+	3	4/16/2022	1	3	Raleigh	90	162
UX1991	UX1991-202	+	4	4/11/2022	0	4	Raleigh	90	157
UX1991	UX1991-166	+	2	4/19/2022	2	4	Raleigh	95	165
UX1991	UX1991-129	+	4	4/11/2022	1	4	Raleigh	90	157
UX1991	UX1991-160	+	3	4/12/2022	0	4	Raleigh	80	158
UX1991	UX1991-131	+	4	4/14/2022	4	4	Raleigh	90	160
UX1991	UX1991-115	+	3	4/22/2022	2	2	Raleigh	95	168
UX1991	UX1991-139	+	4	4/21/2022	2	2	Raleigh	100	167
UX1991	UX1991-147	+	3	4/12/2022	0	2	Raleigh	90	158
UX1991	UX1991-170	+	3	4/20/2022	3	3	Raleigh	95	166
UX2023	UX2023-163	+	3	4/10/2022	2	NA	Raleigh	85	156
UX2023	UX2023-43	+	3	4/11/2022	2	NA	Raleigh	95	157
UX2023	UX2023-146	+	3	4/12/2022	1	NA	Raleigh	95	158
UX2023	UX2023-169	+	2	4/10/2022	2	NA	Raleigh	95	156
UX2023	UX2023-137	+	3	4/12/2022	1	NA	Raleigh	95	158
UX2023	UX2023-34	+	3	4/14/2022	4	NA	Raleigh	90	160
UX2023	UX2023-160	+	2	4/15/2022	3	NA	Raleigh	85	161
UX2023	UX2023-31	+	3	4/11/2022	0	NA	Raleigh	95	157
UX2023	UX2023-155	+	4	4/14/2022	1	NA	Raleigh	80	160
Parent	MPV57	-	2	4/12/2022	2	NA	Raleigh	85	158
UX2023	UX2023-152	+	2	4/16/2022	3	NA	Raleigh	90	162
UX2023	UX2023-162	+	2	4/14/2022	1	NA	Raleigh	85	160
UX2023	UX2023-151	+	2	4/17/2022	2	NA	Raleigh	90	163
UX2029	UX2029-52	+	3	4/17/2022	1	NA	Raleigh	80	163
UX2023	UX2023-28	+	2	4/14/2022	2	NA	Raleigh	95	160
UX2023	UX2023-159	+	3	4/12/2022	1	NA	Raleigh	95	158
Parent	Hilliard	+	2	4/13/2022	0	NA	Raleigh	85	159
UX2023	UX2023-165	+	2	4/13/2022	0	NA	Raleigh	85	159
Parent	GA06493-13LE6	+	3	4/15/2022	1	NA	Raleigh	80	161
UX2023	UX2023-45	+	2	4/16/2022	1	NA	Raleigh	95	162
UX2023	UX2023-130	+	2	4/14/2022	2	NA	Raleigh	90	160
UX2023	UX2023-166	+	3	4/14/2022	3	NA	Raleigh	95	160
UX2023	UX2023-149	+	2	4/14/2022	2	NA	Raleigh	95	160
UX2023	UX2023-168	+	2	4/15/2022	1	NA	Raleigh	100	161
UX2023	UX2023-35	+	3	4/13/2022	3	NA	Raleigh	95	159
Parent	GA05450-EL52	+	4	4/12/2022	1	NA	Raleigh	85	158
UX2023	UX2023-158	+	2	4/15/2022	2	NA	Raleigh	100	161
UX2023	UX2023-46	+	1	4/23/2022	0	NA	Raleigh	95	169
Parent	AGS2000	+	2	4/12/2022	3	NA	Raleigh	85	158
UX2023	UX2023-167	+	2	4/10/2022	2	NA	Raleigh	90	156
UX2023	UX2023-25	+	3	4/12/2022	3	NA	Raleigh	70	158
UX2023	UX2023-148	+	1	4/18/2022	1	NA	Raleigh	85	164
UX2023	UX2023-145	+	3	4/18/2022	3	NA	Raleigh	85	164
UX2023	UX2023-161	+	3	4/15/2022	1	NA	Raleigh	95	161
UX2023	UX2023-156	+	2	4/15/2022	3	NA	Raleigh	85	161
UX2023	UX2023-147	+	1	4/16/2022	0	NA	Raleigh	90	162
UX2023	UX2023-39	+	3	4/12/2022	4	NA	Raleigh	95	158
UX2023	UX2023-127	+	1	4/13/2022	3	NA	Raleigh	80	159
Parent	GA00190-7A14	+	3	4/12/2022	2	NA	Raleigh	85	158
Parent	NC8248-1	+	4	4/6/2022	1	NA	Raleigh	75	152
UX2023	UX2023-154	+	2	4/12/2022	2	NA	Raleigh	85	158
UX2029	UX2029-20	+	2	4/13/2022	3	NA	Raleigh	65	159
UX2023	UX2023-36	+	2	4/13/2022	2	NA	Raleigh	90	159
UX2029	UX2029-189	-	2	4/14/2022	1	NA	Raleigh	75	160
UX2023	UX2023-142	+	3	4/14/2022	1	NA	Raleigh	95	160
Parent	SS8641	-	4	4/11/2022	2	NA	Raleigh	85	157
UX2029	UX2029-202	-	3	4/18/2022	3	NA	Raleigh	75	164
UX2023	UX2023-40	+	3	4/15/2022	2	NA	Raleigh	85	161
UX2029	UX2029-79	-	2	4/9/2022	1	NA	Raleigh	85	155
UX2029	UX2029-109	+	2	4/12/2022	3	NA	Raleigh	95	158
UX2029	UX2029-81	+	2	4/18/2022	1	NA	Raleigh	75	164
UX2029	UX2029-185	-	4	4/12/2022	1	NA	Raleigh	85	158
Parent	TX12D4896	+	4	4/14/2022	3	NA	Raleigh	90	160
UX2029	UX2029-203	+	2	4/18/2022	0	NA	Raleigh	90	164
Parent	ARGA051160-14LE31	-	2	4/14/2022	2	NA	Raleigh	90	160
UX2023	UX2023-26	+	3	4/12/2022	4	NA	Raleigh	75	158
UX2029	UX2029-200	+	3	4/15/2022	0	NA	Raleigh	70	161
UX2023	UX2023-49	+	4	4/10/2022	0	NA	Raleigh	80	156
UX2029	UX2029-57	+	3	4/14/2022	2	NA	Raleigh	85	160
UX2029	UX2029-181	+	3	4/12/2022	1	NA	Raleigh	95	158
UX2023	UX2023-15	+	1	4/17/2022	3	NA	Raleigh	75	163
UX2029	UX2029-201	+	2	4/22/2022	1	NA	Raleigh	65	168
UX2023	UX2023-37	+	3	4/14/2022	4	NA	Raleigh	70	160
UX2023	UX2023-29	+	4	4/9/2022	1	NA	Raleigh	80	155
Parent	GA001138-8E36	+	4	4/14/2022	1	NA	Raleigh	80	160
UX2029	UX2029-115	-	3	4/12/2022	0	NA	Raleigh	90	158
UX2029	UX2029-48	+	2	4/20/2022	2	NA	Raleigh	65	166
UX2029	UX2029-165	-	3	4/13/2022	1	NA	Raleigh	85	159
UX2029	UX2029-195	-	3	4/14/2022	1	NA	Raleigh	90	160
UX2023	UX2023-27	+	3	4/12/2022	1	NA	Raleigh	85	158
UX2029	UX2029-108	+	2	4/14/2022	1	NA	Raleigh	105	160
UX2029	UX2029-175	+	3	4/13/2022	1	NA	Raleigh	95	159
UX2023	UX2023-38	+	3	4/13/2022	1	NA	Raleigh	85	159
UX2029	UX2029-105	-	3	4/13/2022	0	NA	Raleigh	90	159
Parent	NC08-23383	-	3	4/14/2022	0	NA	Raleigh	80	160
Parent	LA09264C-P2	+	3	4/10/2022	2	NA	Raleigh	70	156
UX2029	UX2029-179	+	3	4/12/2022	3	NA	Raleigh	95	158
UX2029	UX2029-172	+	3	4/12/2022	2	NA	Raleigh	85	158
UX2029	UX2029-47	+	4	4/7/2022	3	NA	Raleigh	85	153
UX1995	UX1995-137	*	2	4/13/2022	0	3	Raleigh	80	159
UX1995	UX1995-53	-	1	4/18/2022	3	4	Raleigh	80	164
UX1995	UX1995-79	+	3	4/10/2022	0	4	Raleigh	70	156
UX1995	UX1995-80	+	1	4/17/2022	1	4	Raleigh	75	163
UX1995	UX1995-68	+	3	4/14/2022	2	4	Raleigh	80	160
UX1995	UX1995-10	+	3	4/12/2022	3.5	5	Raleigh	65	158
UX1995	UX1995-90	-	1	4/13/2022	3	4	Raleigh	75	159
UX1995	UX1995-128	-	2	4/11/2022	0	NA	Raleigh	65	157
UX1995	UX1995-82	+	3	4/10/2022	2	NA	Raleigh	75	156
UX1995	UX1995-20	-	3	4/7/2022	1	NA	Raleigh	70	153
Parent	NC8248-1	+	3	4/5/2022	0	NA	Raleigh	80	151
UX1995	UX1995-164	+	1	4/13/2022	1	3	Raleigh	75	159
Parent	GA00190-7A14	+	3	4/12/2022	1	4	Raleigh	80	158
UX1995	UX1995-142	+	1	4/12/2022	2	4	Raleigh	85	158
UX1995	UX1995-43	*	3	4/11/2022	0	4	Raleigh	70	157
UX1995	UX1995-129	-	2	4/13/2022	0	4	Raleigh	65	159
UX1995	UX1995-144	-	2	4/10/2022	3	3	Raleigh	75	156
Parent	NC08-23383	-	3	4/11/2022	0	3	Raleigh	70	157
UX1995	UX1995-28	*	1	4/17/2022	0	3	Raleigh	75	163
UX1995	UX1995-81	+	1	4/17/2022	3	3	Raleigh	70	163
UX1995	UX1995-147	+	4	4/12/2022	0	NA	Raleigh	55	158
UX1995	UX1995-115	+	3	4/11/2022	1	NA	Raleigh	60	157
UX1995	UX1995-87	+	1	4/14/2022	2	4	Raleigh	65	160
UX1995	UX1995-109	+	1	4/13/2022	0	3	Raleigh	70	159
UX1995	UX1995-199	+	2	4/12/2022	0	3	Raleigh	85	158
UX1995	UX1995-62	-	3	4/8/2022	0	4	Raleigh	70	154
UX1995	UX1995-117	+	1	4/17/2022	3.5	4	Raleigh	75	163
Parent	Hilliard	+	1	4/17/2022	1	4	Raleigh	70	163
UX1995	UX1995-45	+	2	4/11/2022	0	2	Raleigh	65	157
UX1995	UX1995-168	-	3	4/12/2022	0	3	Raleigh	60	158
UX1995	UX1995-35	-	2	4/17/2022	2	3	Raleigh	70	163
UX1995	UX1995-161	-	3	4/10/2022	2	NA	Raleigh	60	156
UX1995	UX1995-136	-	1	4/18/2022	0	2	Raleigh	70	164
Parent	MPV57	-	1	4/15/2022	1	4	Raleigh	75	161
UX1995	UX1995-63	+	1	4/14/2022	4	4	Raleigh	75	160
UX1995	UX1995-150	-	3	4/13/2022	4	3	Raleigh	70	159
Parent	LA09264C-P2	+	4	4/10/2022	1	4	Raleigh	60	156
UX1995	UX1995-188	+	2	4/13/2022	2	4	Raleigh	75	159
UX1995	UX1995-112	-	3	4/10/2022	0	4	Raleigh	75	156
UX1995	UX1995-123	+	1	4/17/2022	0	4	Raleigh	75	163
UX1995	UX1995-183	+	2	4/16/2022	0	3	Raleigh	70	162
UX1995	UX1995-6	+	3	4/6/2022	0	4	Raleigh	70	152
UX1995	UX1995-104	*	3	4/11/2022	3	4	Raleigh	75	157
UX1995	UX1995-9	*	4	4/12/2022	4	5	Raleigh	75	158
UX1995	UX1995-106	-	1	4/17/2022	0	3	Raleigh	65	163
UX1995	UX1995-139	-	3	4/10/2022	0	4	Raleigh	65	156
Parent	SS8641	-	2	4/12/2022	0	3	Raleigh	80	158
UX1995	UX1995-157	-	4	4/10/2022	0	3	Raleigh	65	156
Parent	AGS2000	+	3	4/11/2022	1	4	Raleigh	85	157
UX1995	UX1995-165	+	2	4/19/2022	1	3	Raleigh	85	165
UX1995	UX1995-33	+	2	4/18/2022	2	4	Raleigh	85	164
UX1995	UX1995-41	+	4	4/10/2022	2	NA	Raleigh	65	156
UX1995	UX1995-121	+	1	4/20/2022	0	2	Raleigh	75	166
UX1995	UX1995-49	+	4	4/11/2022	0	2	Raleigh	75	157
UX1995	UX1995-216	-	4	4/13/2022	0	2	Raleigh	65	159
Parent	GA001138-8E36	+	3	4/15/2022	2	2	Raleigh	85	161
UX1995	UX1995-11	-	1	4/14/2022	2	3	Raleigh	85	160
UX1995	UX1995-89	-	2	4/9/2022	1	3	Raleigh	75	155
UX1995	UX1995-197	*	4	4/19/2022	3	NA	Raleigh	60	165
UX1995	UX1995-96	+	2	4/13/2022	2	2	Raleigh	80	159
UX1995	UX1995-126	-	2	4/11/2022	3	NA	Raleigh	75	157
Parent	TX12D4896	+	3	4/12/2022	3	2	Raleigh	75	158
UX1995	UX1995-160	-	3	4/10/2022	1	4	Raleigh	70	156
UX1995	UX1995-190	+	3	4/12/2022	3	3	Raleigh	75	158
UX1995	UX1995-27	+	4	4/10/2022	0	3	Raleigh	75	156
UX1995	UX1995-4	*	2	4/18/2022	1	2	Raleigh	85	164
Parent	ARGA051160-14LE31	-	1	4/17/2022	1	2	Raleigh	85	163
UX1995	UX1995-105	+	3	4/12/2022	0	4	Raleigh	95	158
Parent	GA05450-EL52	+	3	4/6/2022	2	4	Raleigh	80	152
UX1995	UX1995-162	+	4	4/5/2022	2	2	Raleigh	75	151
UX1995	UX1995-64	+	4	4/12/2022	2	3	Raleigh	80	158
UX1995	UX1995-70	+	4	4/14/2022	1	5	Raleigh	80	160
UX1995	UX1995-169	+	4	4/6/2022	0	3	Raleigh	80	152
UX1995	UX1995-114	-	4	4/12/2022	0	4	Raleigh	75	158
UX1995	UX1995-26	-	2	4/15/2022	3	NA	Raleigh	75	161
Parent	GA06493-13LE6	+	3	4/13/2022	0	3	Raleigh	80	159
UX1995	UX1995-110	+	2	4/10/2022	1	2	Raleigh	75	156
UX1995	UX1995-163	-	4	4/6/2022	1	NA	Raleigh	65	152
UX1995	UX1995-59	-	3	4/9/2022	1	3	Raleigh	60	155
UX2023	UX2023-85	+	2	4/18/2022	0	NA	Raleigh	90	164
UX2023	UX2023-16	+	4	4/8/2022	0	NA	Raleigh	85	154
UX2023	UX2023-114	+	3	4/17/2022	0	NA	Raleigh	90	163
UX2023	UX2023-115	+	3	4/16/2022	3	NA	Raleigh	90	162
UX2023	UX2023-21	+	2	4/18/2022	3	NA	Raleigh	95	164
Parent	SS8641	-	3	4/12/2022	0	NA	Raleigh	85	158
UX2023	UX2023-8	+	3	4/12/2022	2	NA	Raleigh	80	158
UX2023	UX2023-60	+	1	4/12/2022	2	NA	Raleigh	80	158
UX2023	UX2023-90	+	2	4/17/2022	1	NA	Raleigh	90	163
UX2023	UX2023-6	+	3	4/12/2022	0	NA	Raleigh	90	158
