Cross_ID	Entry	Awns	WDR	flowering	Powdery_mildew	SNB	Location	Height	days_to_head
UX2031	UX2031-23	-	2	5/1/2022	3		Kinston	90	184
UX2031	UX2031-142	+	3	4/21/2022	0		Kinston	85	174
UX2031	UX2031-48	+	3	4/1/2022	0		Kinston	75	154
Parent	AGS2000	+	3	4/2/2022	1		Kinston	90	155
UX2031	UX2031-12	-	3	4/5/2022	2		Kinston	85	158
UX2031	UX2031-68	*	4	3/30/2022	1		Kinston	80	152
Parent	MPV57	-	2	4/13/2022	1		Kinston	85	166
UX2031	UX2031-127	-	2	4/11/2022	0		Kinston	85	164
Parent	NC8248-1	+	4	3/28/2022	1		Kinston	85	150
UX2031	UX2031-124	-	2	4/12/2022	4		Kinston	85	165
UX2031	UX2031-86	+	2	4/14/2022	4		Kinston	80	167
UX2031	UX2031-61	*	2	4/13/2022	3		Kinston	95	166
UX2000	UX2000-176	-	3	3/31/2022	4		Kinston	80	153
UX2000	UX2000-101	-	3	4/14/2022	3		Kinston	85	167
UX2000	UX2000-11	-	3	4/5/2022	2		Kinston	90	158
UX2000	UX2000-39	-	3	4/12/2022	4		Kinston	85	165
Parent	LA09264C-P2	+	4	3/27/2022	1		Kinston	90	149
UX2000	UX2000-136	-	3	4/7/2022	4		Kinston	90	160
UX2000	UX2000-107	+	4	3/31/2022	3		Kinston	85	153
UX2000	UX2000-173	+	4	4/4/2022	4		Kinston	85	157
UX2000	UX2000-121	-	1	4/14/2022	2		Kinston	85	167
UX2000	UX2000-137	+	2	4/10/2022	2		Kinston	80	163
Parent	MPV57	-	2	4/12/2022	2		Kinston	90	165
UX2000	UX2000-41	-	3	4/7/2022	3		Kinston	85	160
UX2000	UX2000-131	-	2	4/8/2022	4		Kinston	80	161
UX2000	UX2000-201	-	2	4/20/2022	3		Kinston	90	173
UX2000	UX2000-35	-	4	4/2/2022	0		Kinston	95	155
UX2000	UX2000-3	+	3	4/14/2022	0		Kinston	95	167
UX2000	UX2000-79	+	3	4/7/2022	1		Kinston	90	160
UX2000	UX2000-183	-	3	4/3/2022	0		Kinston	80	156
UX2000	UX2000-31	-	3	4/19/2022	4		Kinston	85	172
UX2000	UX2000-77	+	4	3/28/2022	1		Kinston	80	150
UX2000	UX2000-114	-	1	4/13/2022	2		Kinston	80	166
UX2000	UX2000-190	-	2	4/18/2022	2		Kinston	90	171
Parent	Hilliard	+	2	4/9/2022	1		Kinston	95	162
Parent	ARGA051160-14LE31	-	3	4/8/2022	2		Kinston	95	161
UX2000	UX2000-52	+	4	4/4/2022	3		Kinston	95	157
UX2000	UX2000-50	+	2	4/8/2022	1		Kinston	90	161
UX2000	UX2000-53	+	2	4/20/2022	0		Kinston	95	173
UX2000	UX2000-55	-	3	4/11/2022	1		Kinston	90	164
UX2000	UX2000-72	+	4	3/27/2022	1		Kinston	80	149
Parent	NC08-23383	-	2	4/11/2022	2		Kinston	85	164
UX2000	UX2000-62	-	2	4/12/2022	2		Kinston	90	165
UX2000	UX2000-21	+	2	4/13/2022	1		Kinston	90	166
UX2000	UX2000-192	+	3	4/5/2022	4		Kinston	85	158
UX2000	UX2000-40	-	2	4/20/2022	3		Kinston	95	173
Parent	GA001138-8E36	+	4	4/6/2022	0		Kinston	105	159
UX2000	UX2000-25	+	3	4/21/2022	2		Kinston	100	174
Parent	SS8641	-	3	4/8/2022	0		Kinston	90	161
UX2000	UX2000-16	+	2	4/13/2022	3		Kinston	85	166
UX2000	UX2000-34	-	3	4/2/2022	1		Kinston	75	155
UX2000	UX2000-42	-	3	4/12/2022	4		Kinston	90	165
UX2000	UX2000-15	+	3	4/13/2022	3		Kinston	85	166
UX2000	UX2000-48	-	4	3/28/2022	3		Kinston	80	150
UX2000	UX2000-6	+	3	4/14/2022	2		Kinston	75	167
UX2000	UX2000-115	-	3	4/13/2022	4		Kinston	75	166
UX2000	UX2000-22	+	3	4/5/2022	2		Kinston	90	158
UX2000	UX2000-12	-	3	4/1/2022	3		Kinston	85	154
Parent	GA06493-13LE6	+	3	4/9/2022	1		Kinston	95	162
UX2000	UX2000-30	+	3	4/20/2022	0		Kinston	95	173
UX2000	UX2000-38	-	2	4/9/2022	3		Kinston	100	162
UX2000	UX2000-10	+	2	4/12/2022	3		Kinston	90	165
UX2000	UX2000-37	-	3	4/3/2022	3		Kinston	95	156
UX2000	UX2000-75	+	2	4/13/2022	0		Kinston	100	166
Parent	GA05450-EL52	+	3	4/4/2022	1		Kinston	85	157
UX2000	UX2000-116	-	3	4/14/2022	2		Kinston	85	167
Parent	NC8248-1	+	4	3/27/2022	0		Kinston	90	149
UX2000	UX2000-54	+	2	4/14/2022	3		Kinston	95	167
UX2000	UX2000-205	-	3	4/21/2022	0		Kinston	95	174
UX2000	UX2000-111	+	3	4/7/2022	3		Kinston	80	160
UX2000	UX2000-204	-	2	4/15/2022	4		Kinston	90	168
UX2000	UX2000-178	*	4	3/28/2022	2		Kinston	85	150
UX2000	UX2000-82	-	3	4/6/2022	2		Kinston	85	159
Parent	TX12D4896	+	4	4/5/2022	2		Kinston	90	158
UX2000	UX2000-19	+	4	3/30/2022	1		Kinston	85	152
UX2000	UX2000-177	-	3	4/7/2022	1		Kinston	85	160
UX2000	UX2000-198	+	3	4/10/2022	1		Kinston	95	163
UX2000	UX2000-17	+	1	4/14/2022	2		Kinston	90	167
UX2000	UX2000-18	+	2	4/7/2022	3		Kinston	80	160
Parent	AGS2000	+	4	4/2/2022	1		Kinston	95	155
UX2000	UX2000-5	+	3	4/7/2022	1		Kinston	85	160
UX2000	UX2000-71	-	3	4/13/2022	0		Kinston	85	166
UX2000	UX2000-186	-	2	4/22/2022	0		Kinston	95	175
UX2000	UX2000-148	+	2	4/7/2022	0		Kinston	80	160
UX2000	UX2000-187	+	2	4/9/2022	0		Kinston	90	162
UX2000	UX2000-13	-	2	4/19/2022	1		Kinston	85	172
UX2000	UX2000-100	-	2	4/22/2022	1		Kinston	85	175
UX2000	UX2000-83	-	4	3/30/2022	3		Kinston	80	152
UX2000	UX2000-193	-	2	4/13/2022	0		Kinston	90	166
UX2000	UX2000-135	+	2	4/12/2022	0		Kinston	90	165
Parent	GA00190-7A14	+	3	4/7/2022	1		Kinston	95	160
UX1991	UX1991-59	+	2	4/7/2022	0		Kinston	95	160
UX1991	UX1991-3	+	2	4/11/2022	0		Kinston	100	164
UX1991	UX1991-22	+	2	4/14/2022	0		Kinston	100	167
UX1991	UX1991-188	+	4	3/31/2022	0		Kinston	85	153
UX1991	UX1991-10	+	3	4/5/2022	0		Kinston	95	158
Parent	NC8248-1	+	3	3/28/2022	0		Kinston	90	150
UX1991	UX1991-58	+	2	4/5/2022	2		Kinston	85	158
UX1991	UX1991-30	+	3	4/3/2022	0		Kinston	95	156
UX1991	UX1991-79	+	2	4/4/2022	2		Kinston	85	157
UX1991	UX1991-5	+	3	3/29/2022	0		Kinston	85	151
UX1991	UX1991-39	+	3	4/2/2022	3		Kinston	90	155
UX1991	UX1991-55	+	3	4/11/2022	0		Kinston	95	164
Parent	AGS2000	+	3	4/3/2022	1		Kinston	90	156
UX1991	UX1991-29	+	2	4/24/2022	0		Kinston	100	177
UX1991	UX1991-81	+	4	4/5/2022	1		Kinston	95	158
Parent	MPV57	-	1	4/13/2022	1		Kinston	85	166
UX1991	UX1991-80	+	3	4/9/2022	0		Kinston	95	162
UX1991	UX1991-7	+	2	5/1/2022	0		Kinston	95	184
UX1991	UX1991-38	+	2	4/23/2022	0		Kinston	95	176
UX1991	UX1991-78	+	3	4/15/2022	0		Kinston	90	168
UX1991	UX1991-2	+	3	4/8/2022	0		Kinston	95	161
UX1991	UX1991-17	+	3	4/11/2022	0		Kinston	90	164
UX1991	UX1991-67	+	4	3/30/2022	1		Kinston	95	152
UX1991	UX1991-83	+	3	4/15/2022	1		Kinston	100	168
UX1991	UX1991-23	+	4	4/5/2022	0		Kinston	100	158
UX1991	UX1991-70	+	3	4/10/2022	0		Kinston	95	163
Parent	Hilliard	+	1	4/8/2022	0		Kinston	95	161
UX1991	UX1991-12	+	4	4/5/2022	0		Kinston	100	158
UX1991	UX1991-52	+	4	4/5/2022	1		Kinston	100	158
UX1991	UX1991-13	+	3	4/7/2022	0		Kinston	100	160
UX1991	UX1991-21	+	3	4/14/2022	0		Kinston	110	167
UX1991	UX1991-196	+	4	3/29/2022	1		Kinston	95	151
Parent	NC08-23383	-	1	4/8/2022	2		Kinston	85	161
UX1991	UX1991-64	+	3	4/1/2022	0		Kinston	95	154
Parent	ARGA051160-14LE31	-	1	4/9/2022	3		Kinston	100	162
UX1991	UX1991-44	+	3	4/3/2022	2		Kinston	100	156
UX1991	UX1991-48	+	2	4/13/2022	0		Kinston	95	166
UX1991	UX1991-82	+	2	4/9/2022	2		Kinston	95	162
UX1991	UX1991-181	+	3	4/12/2022	2		Kinston	110	165
UX1991	UX1991-47	+	2	4/13/2022	0		Kinston	95	166
UX1991	UX1991-37	+	2	4/5/2022	0		Kinston	95	158
UX1991	UX1991-43	+	4	3/27/2022	0		Kinston	90	149
UX1991	UX1991-41	+	4	3/28/2022	0		Kinston	90	150
UX1991	UX1991-9	+	2	4/10/2022	0		Kinston	95	163
UX1991	UX1991-14	+	2	5/2/2022	0		Kinston	100	185
UX1991	UX1991-42	+	2	4/11/2022	0		Kinston	105	164
Parent	LA09264C-P2	+	4	3/26/2022	1		Kinston	85	148
Parent	TX12D4896	+	3	4/4/2022	0		Kinston	90	157
UX1991	UX1991-62	+	2	4/13/2022	2		Kinston	95	166
UX1991	UX1991-6	+	3	4/7/2022	0		Kinston	100	160
UX1991	UX1991-11	+	4	4/2/2022	1		Kinston	95	155
UX1991	UX1991-69	+	4	3/26/2022	2		Kinston	95	148
UX1991	UX1991-18	+	3	4/1/2022	2		Kinston	100	154
Parent	GA06493-13LE6	+	2	4/11/2022	0		Kinston	100	164
UX1991	UX1991-60	+	4	4/3/2022	0		Kinston	100	156
UX1991	UX1991-8	+	4	3/25/2022	2		Kinston	95	147
UX1991	UX1991-34	+	3	4/3/2022	0		Kinston	110	156
UX1991	UX1991-199	+	3	4/7/2022	0		Kinston	105	160
UX1991	UX1991-51	+	3	4/23/2022	0		Kinston	110	176
UX1991	UX1991-74	+	4	3/31/2022	0		Kinston	75	153
UX1991	UX1991-20	+	4	4/4/2022	1		Kinston	95	157
Parent	GA05450-EL52	+	3	4/1/2022	1		Kinston	90	154
UX1991	UX1991-73	+	2	4/14/2022	3		Kinston	100	167
UX1991	UX1991-71	+	4	4/4/2022	1		Kinston	90	157
Parent	GA00190-7A14	+	3	4/1/2022	1		Kinston	95	154
UX1991	UX1991-182	+	2	4/15/2022	0		Kinston	95	168
UX1991	UX1991-53	+	3	4/10/2022	1		Kinston	100	163
UX1991	UX1991-36	+	3	4/10/2022			Kinston	100	163
UX1991	UX1991-177	+	3	4/11/2022	2		Kinston	100	164
UX1991	UX1991-75	+	4	3/27/2022	0		Kinston	85	149
UX1991	UX1991-35	+	4	4/8/2022	2		Kinston	100	161
UX1991	UX1991-63	+	3	4/6/2022	1		Kinston	95	159
UX1991	UX1991-25	+	4	3/27/2022	0		Kinston	95	149
UX1991	UX1991-1	+	4	3/29/2022	0		Kinston	90	151
Parent	SS8641	-	2	4/7/2022	0		Kinston	100	160
Parent	GA001138-8E36	+	2	4/8/2022	0		Kinston	105	161
UX1991	UX1991-4	+	3	3/30/2022	2		Kinston	90	152
UX1991	UX1991-72	+	3	3/28/2022	1		Kinston	85	150
UX1991	UX1991-19	+	2	4/5/2022	0		Kinston	90	158
UX2012	UX2012-123	+	1	4/14/2022	1		Kinston	90	167
UX2012	UX2012-49	+	3	4/2/2022	0		Kinston	85	155
UX2012	UX2012-110	+	1	4/12/2022	2		Kinston	90	165
UX2012	UX2012-48	+	3	4/4/2022	1		Kinston	90	157
UX2012	UX2012-129	+	1	4/15/2022	2		Kinston	90	168
UX2012	UX2012-136	+	3	4/3/2022	1		Kinston	100	156
Parent	GA001138-8E36	+	3	4/5/2022	1		Kinston	105	158
UX2012	UX2012-117	+	2	4/10/2022	2		Kinston	90	163
UX2012	UX2012-66	+	2	4/8/2022	1		Kinston	90	161
UX2012	UX2012-95	+	1	4/15/2022	0		Kinston	100	168
UX2012	UX2012-51	+	1	4/14/2022	0		Kinston	95	167
UX2012	UX2012-96	+	2	4/18/2022	1		Kinston	90	171
Parent	Hilliard	+	1	4/13/2022	0		Kinston	90	166
UX2012	UX2012-59	+	4	4/17/2022	2		Kinston	100	170
UX2012	UX2012-99	+	4	4/1/2022	0		Kinston	90	154
Parent	ARGA051160-14LE31	-	2	4/12/2022	1		Kinston	95	165
UX2012	UX2012-81	+	1	4/18/2022	4		Kinston	70	171
UX2012	UX2012-15	+	3	4/4/2022	0		Kinston	90	157
UX2012	UX2012-21	+	2	4/13/2022	1		Kinston	100	166
UX2012	UX2012-83	+	3	4/5/2022	2		Kinston	85	158
UX2012	UX2012-33	+	3	4/7/2022	1		Kinston	100	160
UX2012	UX2012-14	+	4	4/1/2022	0		Kinston	90	154
Parent	NC08-23383	-	1	4/13/2022	3		Kinston	80	166
UX2012	UX2012-116	+	3	4/5/2022	1		Kinston	95	158
UX2012	UX2012-109	+	4	4/2/2022	0		Kinston	95	155
UX2012	UX2012-84	+	4	4/1/2022	0		Kinston	90	154
UX2012	UX2012-38	+	2	4/13/2022	2		Kinston	90	166
Parent	GA00190-7A14	+	2	4/10/2022	0		Kinston	85	163
UX2012	UX2012-80	+	1	4/15/2022	3		Kinston	80	168
UX2012	UX2012-6	+	4	3/31/2022	3		Kinston	90	153
UX2012	UX2012-86	+	4	4/2/2022	1		Kinston	90	155
UX2012	UX2012-78	+	1	4/15/2022	2		Kinston	90	168
UX2012	UX2012-32	+	2	4/13/2022	2		Kinston	105	166
UX2012	UX2012-73	+	2	4/16/2022	1		Kinston	85	169
UX2012	UX2012-134	+	3	4/2/2022	1		Kinston	85	155
Parent	TX12D4896	+	3	4/7/2022	1		Kinston	90	160
UX2012	UX2012-89	+	3	4/5/2022	1		Kinston	95	158
UX2012	UX2012-114	+	4	4/5/2022	0		Kinston	100	158
Parent	SS8641	-	2	4/7/2022	0		Kinston	90	160
UX2012	UX2012-135	+	4	4/2/2022	0		Kinston	85	155
UX2012	UX2012-76	+	1	4/16/2022	3		Kinston	85	169
UX2012	UX2012-36	+	2	4/17/2022	2		Kinston	95	170
UX2012	UX2012-91	+	4	4/2/2022	1		Kinston	80	155
UX2012	UX2012-138	+	2	4/14/2022	1		Kinston	85	167
UX2012	UX2012-60	+	4	3/28/2022	0		Kinston	85	150
UX2012	UX2012-63	+	2	4/13/2022	2		Kinston	85	166
Parent	GA05450-EL52	+	3	4/5/2022	1		Kinston	85	158
UX2012	UX2012-72	+	3	4/8/2022	0		Kinston	85	161
Parent	GA06493-13LE6	+	2	4/13/2022	1		Kinston	95	166
UX2012	UX2012-82	+	2	4/14/2022	2		Kinston	85	167
UX2012	UX2012-62	+	1	4/15/2022	1		Kinston	90	168
UX2012	UX2012-88	+	1	4/18/2022	0		Kinston	90	171
UX2012	UX2012-124	+	4	4/3/2022	2		Kinston	90	156
UX2012	UX2012-57	+	2	4/12/2022	1		Kinston	100	165
UX2012	UX2012-74	+	4	4/8/2022	0		Kinston	90	161
Parent	NC8248-1	+	3	3/30/2022	1		Kinston	85	152
UX2012	UX2012-97	+	3	4/2/2022	0		Kinston	85	155
UX2012	UX2012-120	+	2	4/12/2022	0		Kinston	95	165
UX2012	UX2012-11	+	2	4/13/2022	0		Kinston	85	166
UX2012	UX2012-100	+	1	4/13/2022	0		Kinston	90	166
UX2012	UX2012-13	+	3	4/1/2022	0		Kinston	90	154
Parent	LA09264C-P2	+	4	3/27/2022	0		Kinston	85	149
UX2012	UX2012-79	+	1	4/14/2022	4		Kinston	90	167
UX2012	UX2012-102	+	1	4/13/2022	1		Kinston	90	166
UX2012	UX2012-35	+	3	4/2/2022	0		Kinston	90	155
UX2012	UX2012-70	+	4	4/1/2022	0		Kinston	100	154
UX2012	UX2012-5	+	2	4/14/2022	3		Kinston	85	167
UX2012	UX2012-121	+	3	4/1/2022	1		Kinston	80	154
UX2012	UX2012-9	+	3	4/4/2022	0		Kinston	85	157
UX2012	UX2012-77	+	3	4/5/2022	0		Kinston	95	158
Parent	MPV57	-	1	4/15/2022	2		Kinston	80	168
Parent	AGS2000	+	3	4/5/2022	0		Kinston	90	158
UX2012	UX2012-94	+	1	4/14/2022	2		Kinston	85	167
UX2012	UX2012-65	+	2	4/11/2022	1		Kinston	85	164
UX2012	UX2012-130	+	4	4/1/2022	1		Kinston	90	154
UX2012	UX2012-126	+	1	4/18/2022	0		Kinston	100	171
UX2012	UX2012-67	+	3	4/6/2022	0		Kinston	100	159
UX2012	UX2012-119	+	1	4/14/2022	1		Kinston	90	167
UX2012	UX2012-68	+	2	4/11/2022	0		Kinston	85	164
UX1989	UX1989-104	+	2	4/8/2022	0		Kinston	80	161
UX1989	UX1989-82	+	3	4/2/2022	0		Kinston	80	155
UX1989	UX1989-139	+	2	4/8/2022	1		Kinston	90	161
UX1989	UX1989-138	+	2	4/8/2022	1		Kinston	85	161
UX1989	UX1989-80	+	3	4/8/2022	1		Kinston	100	161
Parent	GA001138-8E36	+	4	4/8/2022	0		Kinston	100	161
UX1989	UX1989-136	+	2	4/10/2022	1		Kinston	95	163
UX1989	UX1989-137	+	2	4/9/2022	0		Kinston	85	162
UX1989	UX1989-98	+	3	4/3/2022	1		Kinston	85	156
UX1989	UX1989-91	+	3	4/4/2022	0		Kinston	100	157
UX1989	UX1989-111	+	3	4/7/2022	0		Kinston	85	160
UX1989	UX1989-115	+	2	4/8/2022	1		Kinston	90	161
UX1989	UX1989-141	+	2	4/7/2022	1		Kinston	90	160
UX1989	UX1989-74	+	2	4/8/2022	0		Kinston	100	161
Parent	NC08-23383	-	2	4/13/2022	1		Kinston	80	166
UX1989	UX1989-128	+	4	4/3/2022	0		Kinston	95	156
UX1989	UX1989-83	+	2	4/11/2022	1		Kinston	100	164
UX1989	UX1989-119	+	4	4/1/2022	0		Kinston	85	154
UX1989	UX1989-144	+	1	4/13/2022	1		Kinston	90	166
UX1989	UX1989-110	+	4	4/2/2022			Kinston	85	155
Parent	SS8641	-	2	4/12/2022			Kinston	90	165
UX1989	UX1989-100	+	3	4/6/2022			Kinston	95	159
UX1989	UX1989-88	+	3	4/1/2022			Kinston	90	154
UX1989	UX1989-107	+	3	4/3/2022			Kinston	80	156
UX1989	UX1989-125	+	3	4/11/2022			Kinston	90	164
UX1989	UX1989-90	+	3	4/13/2022			Kinston	90	166
UX1989	UX1989-93	+	2	4/12/2022			Kinston	80	165
UX1989	UX1989-143	+	4	4/6/2022			Kinston	90	159
UX1989	UX1989-86	+	4	4/2/2022			Kinston	90	155
Parent	GA05450-EL52	+	3	4/2/2022			Kinston	90	155
UX1989	UX1989-81	+	2	4/5/2022			Kinston	90	158
UX1989	UX1989-113	+	4	4/10/2022			Kinston	85	163
UX1989	UX1989-146	+	4	4/11/2022			Kinston	80	164
UX1989	UX1989-78	+	4	4/6/2022			Kinston	85	159
Parent	AGS2000	+	4	4/2/2022			Kinston	95	155
Parent	MPV57	-	1	4/13/2022			Kinston	75	166
UX1989	UX1989-134	+	4	4/5/2022			Kinston	80	158
UX1989	UX1989-142	+	2	4/11/2022			Kinston	90	164
UX1989	UX1989-102	+	2	4/11/2022			Kinston	95	164
UX1989	UX1989-129	+	3	4/4/2022			Kinston	95	157
UX1989	UX1989-84	+	2	4/9/2022			Kinston	90	162
UX1989	UX1989-103	+	2	4/5/2022			Kinston	95	158
UX1989	UX1989-132	+	2	4/10/2022			Kinston	90	163
UX1989	UX1989-76	+	3	4/5/2022			Kinston	95	158
UX1989	UX1989-92	+	2	4/7/2022			Kinston	85	160
UX1989	UX1989-85	+	4	4/2/2022			Kinston	80	155
Parent	GA00190-7A14	+	2	4/6/2022			Kinston	90	159
Parent	GA06493-13LE6	+	2	4/12/2022			Kinston	85	165
UX1989	UX1989-108	+	2	4/5/2022			Kinston	80	158
UX1989	UX1989-126	+	3	4/1/2022			Kinston	85	154
UX1989	UX1989-72	+	2	4/13/2022			Kinston	90	166
UX1989	UX1989-122	+	3	4/6/2022			Kinston	80	159
Parent	Hilliard	+	1	4/8/2022			Kinston	85	161
UX1989	UX1989-135	+	3	4/6/2022			Kinston	90	159
UX1989	UX1989-118	+	3	4/5/2022			Kinston	85	158
UX1989	UX1989-9	+	3	4/5/2022			Kinston	80	158
UX1989	UX1989-112	+	2	4/6/2022			Kinston	85	159
UX1989	UX1989-7	+	2	4/13/2022			Kinston	100	166
UX1989	UX1989-89	+	3	4/5/2022			Kinston	95	158
UX1989	UX1989-94	+	3	4/10/2022			Kinston	95	163
UX1989	UX1989-109	+	3	4/8/2022			Kinston	90	161
Parent	LA09264C-P2	+	4	3/31/2022			Kinston	85	153
UX1989	UX1989-95	+	2	4/10/2022			Kinston	95	163
UX1989	UX1989-140	+	3	4/5/2022			Kinston	85	158
Parent	TX12D4896	+	3	4/7/2022			Kinston	90	160
UX1989	UX1989-133	+	3	4/8/2022			Kinston	90	161
UX1989	UX1989-106	+	1	4/11/2022			Kinston	85	164
UX1989	UX1989-87	+	2	4/4/2022			Kinston	90	157
UX1989	UX1989-114	+	3	4/4/2022			Kinston	90	157
UX1989	UX1989-123	+	3	4/6/2022			Kinston	95	159
UX1989	UX1989-147	+	4	3/28/2022			Kinston	80	150
UX1989	UX1989-96	+	1	4/13/2022			Kinston	75	166
UX1989	UX1989-116	+	3	4/6/2022			Kinston	75	159
UX1989	UX1989-131	+	3	4/6/2022			Kinston	75	159
Parent	NC8248-1	+	3	3/31/2022			Kinston	85	153
Parent	ARGA051160-14LE31	-	2	4/11/2022			Kinston	85	164
UX1989	UX1989-148	+	3	4/5/2022			Kinston	80	158
UX1989	UX1989-99	+	3	4/6/2022			Kinston	90	159
UX1989	UX1989-117	+	3	4/5/2022			Kinston	85	158
UX2026	UX2026-331	+	2	4/9/2022	0		Kinston	85	162
UX2026	UX2026-361	+	2	4/9/2022	1		Kinston	70	162
UX2026	UX2026-240	-	3	4/9/2022	1		Kinston	85	162
UX2026	UX2026-236	+	3	4/8/2022	0		Kinston	90	161
UX2026	UX2026-250	+	2	4/8/2022	0		Kinston	85	161
Parent	GA06493-13LE6	+	1	4/13/2022	0		Kinston	85	166
UX2026	UX2026-359	+	2	4/12/2022	1		Kinston	80	165
Parent	ARGA051160-14LE31	-	2	4/12/2022	0		Kinston	85	165
UX2026	UX2026-365	+	2	4/8/2022	1		Kinston	85	161
UX2026	UX2026-329	-	2	4/9/2022	0		Kinston	85	162
UX2026	UX2026-377	-	2	4/11/2022	1		Kinston	85	164
UX2026	UX2026-224	-	2	4/11/2022	1		Kinston	85	164
UX2026	UX2026-270	-	2	4/5/2022	1		Kinston	90	158
UX2026	UX2026-271	-	2	4/7/2022	0		Kinston	75	160
Parent	AGS2000	+	3	4/4/2022	0		Kinston	85	157
UX2026	UX2026-390	+	2	4/13/2022	0		Kinston	75	166
Parent	Hilliard	+	2	4/11/2022	0		Kinston	80	164
UX2026	UX2026-379	+	2	4/13/2022	1		Kinston	80	166
UX2026	UX2026-237	-	2	4/12/2022	0		Kinston	75	165
UX2026	UX2026-239	*	3	4/10/2022			Kinston	85	163
UX2026	UX2026-254	*	2	4/14/2022			Kinston	95	167
Parent	MPV57	-	1	4/21/2022			Kinston	75	174
UX2026	UX2026-383	+	3	4/5/2022			Kinston	85	158
Parent	NC08-23383	-	2	4/12/2022			Kinston	85	165
UX2026	UX2026-278	-	2	4/9/2022			Kinston	85	162
UX2026	UX2026-247	+	2	4/8/2022			Kinston	80	161
UX2026	UX2026-325	+	2	4/9/2022			Kinston	85	162
UX2026	UX2026-328	+	2	4/9/2022			Kinston	80	162
UX2026	UX2026-351	+	2	4/7/2022			Kinston	95	160
UX2026	UX2026-228	+	1	4/9/2022			Kinston	80	162
Parent	GA001138-8E36	+	3	4/8/2022			Kinston	95	161
UX2026	UX2026-385	+	2	4/8/2022			Kinston	80	161
Parent	SS8641	-	3	4/7/2022			Kinston	90	160
UX2026	UX2026-348	+	2	4/7/2022			Kinston	85	160
UX2026	UX2026-213	*	2	4/6/2022			Kinston	80	159
UX2026	UX2026-265	-	4	3/31/2022			Kinston	90	153
UX2026	UX2026-226	+	2	4/4/2022			Kinston	85	157
Parent	GA05450-EL52	+	3	4/4/2022			Kinston	85	157
UX2026	UX2026-362	+	2	4/4/2022			Kinston	80	157
Parent	NC8248-1	+	4	4/2/2022			Kinston	80	155
UX2026	UX2026-258	+	2	4/5/2022			Kinston	90	158
UX2026	UX2026-366	+	2	4/6/2022			Kinston	80	159
UX2026	UX2026-320	+	2	4/6/2022			Kinston	85	159
UX2026	UX2026-324	+	2	4/6/2022			Kinston	80	159
UX2026	UX2026-357	+	3	4/10/2022			Kinston	75	163
UX2026	UX2026-353	+	3	4/9/2022			Kinston	80	162
Parent	TX12D4896	+	3	4/6/2022			Kinston	85	159
UX2026	UX2026-358	+	2	4/7/2022			Kinston	75	160
Parent	LA09264C-P2	+	4	3/31/2022			Kinston	70	153
UX2026	UX2026-242	+	2	4/8/2022			Kinston	85	161
UX2026	UX2026-262	-	3	4/8/2022			Kinston	90	161
UX2026	UX2026-246	+	3	4/7/2022			Kinston	90	160
UX2026	UX2026-277	+	2	4/12/2022			Kinston	85	165
Parent	GA00190-7A14	+	3	4/6/2022			Kinston	85	159
UX2026	UX2026-346	-	1	4/11/2022			Kinston	80	164
UX2026	UX2026-326	+	2	4/8/2022			Kinston	90	161
UX2026	UX2026-380	+	1	4/9/2022			Kinston	90	162
UX2026	UX2026-212	+	2	4/8/2022			Kinston	75	161
UX2026	UX2026-332	+	2	4/12/2022			Kinston	85	165
UX2026	UX2026-373	+	2	4/8/2022			Kinston	85	161
UX2026	UX2026-252	-	3	4/4/2022			Kinston	85	157
UX2026	UX2026-251	+	3	4/3/2022			Kinston	85	156
UX2026	UX2026-323	+	3	4/10/2022			Kinston	95	163
UX2026	UX2026-333	-	4	4/6/2022			Kinston	90	159
UX2026	UX2026-281	+	1	4/13/2022			Kinston	85	166
UX2026	UX2026-318	+	2	4/5/2022			Kinston	90	158
UX2026	UX2026-258	-	2	4/8/2022			Kinston	100	161
UX2026	UX2026-375	+	1	4/7/2022			Kinston	70	160
UX2026	UX2026-241	-	3	4/6/2022			Kinston	80	159
UX2026	UX2026-360	+	2	4/4/2022			Kinston	85	157
UX2026	UX2026-253	+	3	4/5/2022			Kinston	80	158
UX2026	UX2026-248	+	4	4/7/2022			Kinston	90	160
UX2026	UX2026-381	+	1	4/12/2022			Kinston	80	165
UX2026	UX2026-319	+	3	4/5/2022			Kinston	85	158
UX2026	UX2026-352	+	2	4/14/2022			Kinston	65	167
UX2026	UX2026-321	+	3	4/8/2022			Kinston	90	161
UX2026	UX2026-235	+	2	4/8/2022			Kinston	85	161
UX2026	UX2026-384	+	2	4/5/2022			Kinston	75	158
UX2026	UX2026-243	-	3	4/5/2022			Kinston	90	158
UX2000	UX2000-89	+	3	4/7/2022	2		Kinston	90	160
UX2000	UX2000-122	-	4	4/1/2022	0		Kinston	80	154
UX2000	UX2000-180	-	1	4/13/2022	1		Kinston	85	166
Parent	GA001138-8E36	+	3	4/7/2022	0		Kinston	95	160
UX2000	UX2000-59	+	2	4/10/2022	1		Kinston	75	163
UX2000	UX2000-202	*	1	4/18/2022	0		Kinston	85	171
UX2000	UX2000-123	+	2	4/9/2022	0		Kinston	75	162
UX2000	UX2000-49	-	2	4/4/2022	1		Kinston	80	157
UX2000	UX2000-84	-	1	4/13/2022	1		Kinston	75	166
Parent	NC8248-1	+	3	4/2/2022	0		Kinston	80	155
UX2000	UX2000-8	+	1	5/2/2022	0		Kinston	80	185
